accession,n_traits,total_envs,in_snptools,collection,pedigree,countryOfOriginCode,IMPROVEMENT_LEVEL,PLANT_NAME
PI 595543,18,20,False,Maize.Group.Ames.Panel.2010,"Population 21: (Pop.21 FS241*FS219)-2-1-2-1-BB-f .  Population 21 is also named Tuxpeno-1 and its components are Tuxpeno race collections Veracruz 48, Veracruz 143, Veracruz 174, Michoacan 137, Michoacan 166, V-520C, Colima Group 1-Mix.1, and 16 families from the tropical late white dent pool (Pool 24).",MEX,Breeding material,CML 263
PI 595544,19,63,False,Maize.Set.Inbred.Diversity.282.Plus.NAM.Parents,"Population 21: P 21C5 FS219-3-1-B-##-8-1-3-BB .  Population 21 is also named Tuxpeno-1 and its components are Tuxpeno race collections Veracruz 48, Veracruz 143, Veracruz 174, Michoacan 137, Michoacan 166, V-520C, Colima Group 1-Mix.1, and 16 families from the tropical late white dent pool (Pool 24).",MEX,Breeding material,CML 264
PI 595545,18,19,False,Maize.Group.Ames.Panel.2010,"Population 22: P 22 TSR-4-3-1-3-1-BB-f .  Population 22 is also named Mezcla Tropical Blanco and its components are Tuxpeno, ETO* Blanco, Antigua group 2 white sel., (Mix.1-Colima group 1)-ETO, Pfister hybrids, Compuesto Centro Americano, Lineas de El Salvador, V520C, Nicarillo Se. Blanca, and 13 families from the tropical late white dent pool (Pool 24).",MEX,Breeding material,CML 267
PI 595546,20,48,False,Maize.Group.Ames.Panel.2010,"Population 23: P 231STC1 FS45-1-1-1-2-3-BB-f .  Population 23 is also named Blanco Cristalino-1 and its components are white segregates from Mezcla Amarilla, Antigua x Tipos Cubanos, Antigua x Cupurico, Pop Cristalina x Tuxpe?o, Cuba 20, Grenada 9D, CWF, Nicaragua syn:II, Harinoso de Ocho, and 7 families from the tropical late white flint pool (Pool 23).",MEX,Breeding material,CML 268
PI 595548,20,36,False,Maize.Group.Ames.Panel.2010,Population 43: (Ac.7643*Pop.43 FS7)-2-3-2-1-BB-f .  Population 43 is also named La Posta and its components is a Tuxpeno synthetic composed of 16 inbred lines.,MEX,Breeding material,CML 273
PI 595551,18,18,False,Maize.Group.Ames.Panel.2010,Population 24: P 24 C5FS26-1-3-4-2-B-3-1-## .  Population 24 is also named Antigua-Veracruz 181 and its components are Tuxpeno race collections Veracruz 181 and Antigua Group-2 (Antigua collections 1D to 8D).,MEX,Breeding material,CML 19
PI 595553,19,49,False,Maize.Group.Ames.Panel.2010,"Population 26: P 26 C5FS37-1-4-B-f-B .  Population 26 is also named Mezcla Amarilla and its components are Tuxpeno, Cuba flints, Antigua, ETO amarillo, some US Corn Belt x Tuxpeno crosses, and 22 families from the tropical intermediate yellow flint pool (Pool 21).",MEX,Breeding material,CML 25
PI 595566,19,19,False,Maize.Group.Ames.Panel.2010,Syn.Amarillo TSR-23-3-1-1-1-BB-##,MEX,Breeding material,CML 297
PI 595568,19,51,False,Maize.Group.Ames.Panel.2010,Syn.Amarillo TSR-76-1-2-2-2-BB-##,MEX,Breeding material,CML 299
PI 595607,32,36,False,,Developed by five cycles of intrapopulation full-sib selection.,USA,Breeding material,BS11(FS)C5
PI 595608,31,33,False,,Developed by five cycles of half-sib selection using inbred tester B79.,USA,Breeding material,BS11(HI)C5
PI 595609,32,36,False,,Developed by five cycles of S2 recurrent selection.,USA,Breeding material,BS11(S2)C5
PI 595610,32,36,False,,Developed by five cycles of S1 recurrent selection.,USA,Breeding material,BS11(30-S1)C5
PI 595611,32,36,False,,Developed by five cycles of S1 recurrent selection.,USA,Breeding material,BS11(20-S1)C5
PI 595612,31,32,False,,Developed by five cycles of S1 recurrent selection.,USA,Breeding material,BS11(10-S1)C5
PI 595614,27,27,False,Maize.Group.PVP,See PVP certificate.  The link is found under current status on this page or at the Plant Variety Office website.,USA,Cultivar,ZS01131
PI 595615,27,27,False,Maize.Group.PVP,"BN803 X MBS501 .  BN803 is from the Noble Bear Company of Illinois.  MBS is from the Mike Brayton Seed Company in Story City, Iowa.",USA,Cultivar,ZS01228
PI 595623,26,27,False,Maize.Group.PVP,"PHEI4''''''(FBLA'((A665'''(B73*A188-SR))) .The SR gene is a ""natural"" gene obtained from the BASF company integrated through backcrossing with the goal of conferring resistance to the Acetyl CoA Carboxylase (ACCase) inhibitor sethoxydim.  PHEI4 was the recurrent parent in six backcrosses.  In another notation this pedigree could be presented as PHEI4*6/(FBLA*1/((A665*3/B73*A188-SR))).  PHEI4 is a proprietary line of DeKalb Plant Genetics derived from (HBA1 X IB014).",USA,Cultivar,PHEI4SR
PI 595625,26,26,False,Maize.Group.PVP,"91BMA2''''''(FBLA((A665'''(B73**A188-SR))).  The SR gene is a ""natural"" gene obtained from the BASF company integrated through backcrossing with the goal of conferring resistance to the Acetyl CoA Carboxylase (ACCase) inhibitor sethoxydim.91BMA2 was the recurrent parent in six backcrosses.",USA,Cultivar,91BMA2SR
PI 595844,26,26,False,Maize.Group.PVP,EX1343 X LH85 .  EX1343 was developed from the single cross EX139 X SDp310.  SDp310 was developed by South Dakota State University and released to the public in 1978.  EX139 is an Oh43 type line unreleased by Holden's with the pedigree OH43(2) X D71.  Oh43 was developed by the Ohio Agricultural Research and Development Center and released in 1949.  D71 was obtained from Holden's cooperator believed to have been developed from selfing within a double cross hybrid.,USA,Cultivar,LH179
PI 595846,26,27,False,Maize.Group.PVP,LH59 x LH123Ht,USA,Cultivar,LH281
PI 595847,26,26,False,Maize.Group.PVP,"(LH85 X F2) X LH85 .  F2 is a yellow flint inbred line developed in 1958 from the Institut National De La Recherche Agronomique in Peronne, France.",USA,Cultivar,LH290
PI 596066,20,20,False,,,USA,Breeding material,101DGA-3347:61
PI 596067,24,24,False,,,USA,Breeding material,101dgB-2727:62
PI 596081,24,24,False,,,USA,Breeding material,110k-240:60
PI 596099,16,16,False,,,USA,Breeding material,14C-1013:74
PI 596100,16,16,False,,,USA,Breeding material,14H-1014:74
PI 596157,16,16,False,,,USA,Breeding material,615a-1309:56
PI 596232,16,16,False,,,USA,Breeding material,NJ618-407:69M
PI 596242,16,16,False,,,USA,Breeding material,OLCOTT-1068:72
PI 596243,16,16,False,,,USA,Breeding material,OLCOTT-1069:72
PI 596247,24,24,False,,,USA,Breeding material,P39-10-226:61
PI 596250,24,24,False,,,USA,Breeding material,P39-16-275:61
PI 596251,16,16,False,,,USA,Breeding material,P39-16-276:61
PI 596255,15,15,False,,,USA,Breeding material,P39LE-261:61
PI 596256,24,24,False,,,USA,Breeding material,P39LE-3438:64
PI 596257,24,24,False,,,USA,Breeding material,P39LE-3502:61
PI 596262,24,24,False,,,USA,Breeding material,P51-3289:61
PI 596306,28,28,False,Maize.Group.PVP,LH160 X LH59,USA,Cultivar,LH291
PI 596322,17,17,False,Maize.Group.PVP,(ND252 X ND245) X NDSB(FS)C3.  NDSB(FS)C3 was developed from NDSB via reciprocal full-sib selection using NDSA as the tester.,USA,Cultivar,ND280
PI 596323,27,27,False,Maize.Group.PVP,NDSAB(MER)C5.  NDSAB(MER)C5-16 was selfed for eight generations.  NDSAB(MER)C5 is the result of modified ear-to-row selection for five cycles from synthetic population NDSAB.,USA,Cultivar,ND281
PI 596324,27,27,False,Maize.Group.PVP,NDSB(FS)C4.  NDSB07010 was selfed over 10 generations.  NDSB was improved by reciprocal full-sib selection using NDSF as the tester population.,USA,Cultivar,ND282
PI 596331,25,25,False,Maize.Group.PVP,,USA,Cultivar,HC33
PI 596502,26,35,False,Maize.Group.Ames.Panel.2010,Bulk-sib seeds from S6 line derived from an accidental outcross in a partially inbred line from Seedway Elite.,USA,Breeding material,OC15
PI 596503,31,57,False,Maize.Group.Ames.Panel.2010,"Bulk-sib seeds from S6 line derived from Pawnee x Tamaroa Flint received from Gail E. Wagner, Kettering, OH in 1982.",USA,Breeding material,OC16
PI 596504,21,25,False,Maize.Group.Ames.Panel.2010,Half-sib pollinations within an S6 line derived from Burnham 3910 x PI 452064.,USA,Breeding material,OC17
PI 596511,15,15,False,,,ALB,Landrace,Al 021
PI 596512,15,15,False,,,ALB,Landrace,Al 022
PI 596513,15,15,False,,,ALB,Landrace,Al 014
PI 596543,42,42,False,,"White Alequat, San Geronimo, PN6, PPS4, and 3036-1-1 mated to germplasm adapted to Nebraska. Resulting genotypes were intermated to produce population.",USA,Cultivar,N-pH-P
PI 596551,26,27,False,Maize.Group.PVP,LH195 X LH204,USA,Cultivar,LH242
PI 596552,26,27,False,Maize.Group.PVP,LH51 X LH211,USA,Cultivar,LH263
PI 596553,26,26,False,Maize.Group.PVP,"Va99 X LH82 .  LH82 is a proprietary inbred line of Holden's Foundation Seeds, Inc.  Va99 is a public inbred line developed at Virginia Tech University and released in 1982.",USA,Cultivar,LH283
PI 596558,27,27,False,Maize.Group.PVP,( FBLA X FBLL ) X FBLL.,USA,Cultivar,3DHA9
PI 596626,16,45,False,Maize.Group.Ames.Panel.Post.2010,Selfed within open pollinated variety Old Raccoon (PI 540778) for eight generations.,USA,Breeding material,Mp709
PI 596627,19,50,False,Maize.Group.Ames.Panel.2010,Selfed within open pollinated variety Old Raccoon (PI 540778) for eight generations.,USA,Breeding material,Mp710
PI 596628,18,48,False,Maize.Group.Ames.Panel.2010,Selfed within open pollinated variety Tebeau (PI 540756) for eight generations.,USA,Breeding material,Mp711
PI 596629,19,36,False,Maize.Group.Ames.Panel.2010,Selfed within open pollinated variety Tebeau (PI 540756) for eight generations.,USA,Breeding material,Mp712
PI 596784,27,27,False,Maize.Group.PVP,A cross was made between IBH9 and LH123.,USA,Cultivar,4IBZ1A
PI 596788,27,41,False,Maize.Group.PVP,The inbred line 3IIH6 was crossed to MBWZ.,USA,Cultivar,91INH2
PI 597310,26,51,False,Maize.Group.PVP,PHR25 X PHP55 specifically PHR25/PHP55)X811221521.,USA,Cultivar,PHDN7
PI 597312,26,26,False,Maize.Group.PVP,PHJ89 X PHG47 specifically PHJ89/PHG47)81211K3X,USA,Cultivar,PH0AA
PI 597313,26,50,False,Maize.Group.PVP,PHJ89 X PHNJ6 PHJ89/PHNJ6)XA7K12W42WA2.  PHNJ6 is a pedigree selection from PHJ40 X PHG47.,USA,Cultivar,PH0AV
PI 597315,26,51,False,Maize.Group.PVP,PHP02 X ( PHP02 X PHG68 ) specifically PHP02<2PHG68)7 A4211111.  PHP02 was the recurrent parent and PHG68 was the donor crossed twice onto PHP02.,USA,Cultivar,PH0DH
PI 597318,26,26,False,Maize.Group.PVP,PHP02 X ( PHP02 X PHR03 ) specifically PHP02<2PHR03)D312W35W12WX.  PHP02 was the recurrent parent and PHR03 was the donor crossed twice onto PHP02.,USA,Cultivar,PH0HR
PI 597320,17,17,False,Maize.Group.PVP,"PHR03 X PHWT8 specifically PHR03/PHWT8)X31K13K3X.  PHWT8 was derived by pedigree selection from PHZ51 (PVP Certificate Number <br>, 8600132) X PHW89.  PHW89 was derived by pedigree selection from PHG44 X G35 (PVP Certificate Number 8300140). Variety PHG44 was derived by pedigree selection from PH891 X 207 (PVP Certificate Number 8300144). 'Variety PH891 was derived by pedigree selection. The majority of the pedigree relative contribution to the derivation of PH891 was B14, A556, A509, I205, IDT, I205, MINN49, Troyer Reid. ",USA,Cultivar,PH02T
PI 597321,26,26,False,Maize.Group.PVP,PHT60 x PHR03 specifically PHT60/PHR03)WWX8111331XX,USA,Cultivar,PH03D
PI 597322,26,26,False,Maize.Group.PVP,PHR63 X PHAW6 specifically PHR63/PHAW6)LX32221XX,USA,Cultivar,PH04G
PI 597329,17,17,False,Maize.Group.PVP,PHK29 ( PHW52 X PHT10 ) specifically PHK29*PHW52/PHT10) XA111111X. ,USA,Cultivar,PH08B
PI 597333,27,27,False,Maize.Group.PVP,207 X PHR25 specifically 207/PHR25)X821K1132K41K1.,USA,Cultivar,PH12J
PI 597334,17,17,False,Maize.Group.PVP,PHK56 X ( PHK56 X PHR62 ) specifically PHK56<2PHR62)313211.,USA,Cultivar,PH17C
PI 597335,27,27,False,Maize.Group.PVP,"605 X PHJ40 specifically 605/PHJ40)X61K21K1111K112K21K14K1X.  Variety 605 was derived by pedigree selection from a single cross hybrid. 50% of the pedigree contribution to this hybrid was B37. The majority of the remaining contribution was from a variety derived from 08420, 08426 and Alberta Flint background.",USA,Cultivar,PH22G
PI 597339,17,17,False,Maize.Group.PVP,"PHN47 X PHVR4 specifically PHN47/PHVR4)X512124121.  Variety PHVR4 was derived by backcrossing and pedigree selection from a single cross hybrid PHK89 X PHG44.  Variety PHG44 has 50% of its pedigree composition derived from 207.  Much of the remaining PHG44 pedigree contribution traces to B14, A556, A509, I205, IDT MINN49, and Troyer Reid.",USA,Cultivar,PH44G
PI 597341,27,27,False,Maize.Group.PVP,PHJ40 X PH8V1 specifically  PHJ40/PH8V1)X2313234441.  Variety PH8Vl is the code used for D01 from the University of Hohenheim in Germany.,USA,Cultivar,PH77C
PI 597578,30,35,False,Maize.Group.Ames.Panel.2010,"Selfed from population where germplasm consisted of 50% Nebraska Elite Composite Syn.2, and other 50% of equal contributions of the population Mexican Super Dwarf and an unknown population synthesized in China.",USA,Breeding material,N546
PI 599326,17,17,False,Maize.Group.PVP,LH146Ht x A665.,USA,Cultivar,LH300
PI 600742,30,56,False,Maize.Group.PVP,"Assumed to have been derived from a chance cross of adjoining plantings of a yellow popcorn as a female and a white sweetcorn as a male growing in a garden in western Colorado in 1956.  Several generations of planting in isolation and selection resulted in the open pollinated strain J-63 named ""Pop-n-Eat"".",USA,Cultivar,POP-N-EAT
PI 601081,33,62,False,Maize.Group.PVP,Derived from an unknown black popcorn imported from Germany during WWII crossed with an unnamed white hulless popcorn.  Subsequently this cross was crossed by an unnamed red popcorn.  Several generations of sibcrossing of selected plants followed.  Finally two generations of self pollination completed development.,USA,Cultivar,Black Jewell 85
PI 601210,34,88,False,Maize.Group.PVP,B73 X A634 .  B73 derives from Iowa Stiff Stalk Synthetic.  A634 is (Mt42 X B14 BC3).,USA,Cultivar,78004
PI 601269,34,109,False,Maize.Group.PVP,C123Ht X Va59,USA,Cultivar,5707
PI 601271,26,76,False,Maize.Group.PVP,Synthetic B.  Synthetic B can be summarized as a random mated population mass selected for tetraploidy each cycle.  The C0 was constructed from: (Diploid females = ((25 lines x el/el donor) X (25 lines)S1)) X (Autotetraploid males = a mixture of Syn A + Randolph's Argentine flint + Syn A S1 progenies).,USA,Cultivar,SX-4-16-2
PI 601272,27,27,False,Maize.Group.PVP,Synthetic B.  Synthetic B can be summarized as a random mated population mass selected for tetraploidy each cycle.  The C0 was constructed from: (Diploid females = ((25 lines x el/el donor) X (25 lines)S1)) X (Autotetraploid males = a mixture of Syn A + Randolph's Argentine flint + Syn A S1 progenies).,USA,Cultivar,SX-4-2
PI 601273,26,98,False,Maize.Group.PVP,Synthetic B.  Synthetic B can be summarized as a random mated population mass selected for tetraploidy each cycle.  The C0 was constructed from: (Diploid females = ((25 lines x el/el donor) X (25 lines)S1)) X (Autotetraploid males = a mixture of Syn A + Randolph's Argentine flint + Syn A S1 progenies).,USA,Cultivar,SX-4-32-1
PI 601274,26,50,False,Maize.Group.PVP,Synthetic B.  Synthetic B can be summarized as a random mated population mass selected for tetraploidy each cycle.  The C0 was constructed from: (Diploid females = ((25 lines x el/el donor) X (25 lines)S1)) X (Autotetraploid males = a mixture of Syn A + Randolph's Argentine flint + Syn A S1 progenies).,USA,Cultivar,SX-4-33-4-2
PI 601275,27,51,False,Maize.Group.PVP,Synthetic OP.  Synthetic OP can be summarized as a random mated population mass selected for tetraploidy each cycle originating from: (Diploid females = (56 open-pollinated varieties X el/el) X (56 OP varieties) random mated) X (Autotetraploid males = (SynB)),USA,Cultivar,SX-5-11
PI 601276,26,50,False,Maize.Group.PVP,Synthetic OP.  Synthetic OP can be summarized as a random mated population mass selected for tetraploidy each cycle originating from: (Diploid females = (56 open-pollinated varieties X el/el) X (56 OP varieties) random mated) X (Autotetraploid males = (SynB)),USA,Cultivar,SX-5-13-3
PI 601324,31,67,False,Maize.Group.PVP,Synthetic B.  Synthetic B can be summarized as a random mated population mass selected for tetraploidy each cycle.  The C0 was constructed from: (Diploid females = ((25 lines x el/el donor) X (25 lines)S1)) X (Autotetraploid males = a mixture of Syn A + Randolph's Argentine flint + Syn A S1 progenies).,USA,Cultivar,SX-4-4
PI 601325,27,78,False,Maize.Group.PVP,Synthetic B.  Synthetic B can be summarized as a random mated population mass selected for tetraploidy each cycle.  The C0 was constructed from: (Diploid females = ((25 lines x el/el donor) X (25 lines)S1)) X (Autotetraploid males = a mixture of Syn A + Randolph's Argentine flint + Syn A S1 progenies).,USA,Cultivar,SX-4-5
PI 601326,26,96,False,Maize.Group.PVP,Synthetic OP.  Synthetic OP can be summarized as a random mated population mass selected for tetraploidy each cycle originating from: (Diploid females = (56 open-pollinated varieties X el/el) X (56 OP varieties) random mated) X (Autotetraploid males = (SynB)),USA,Cultivar,SX-5-14-1-2
PI 601327,28,77,False,Maize.Group.PVP,Synthetic OP.  Synthetic OP can be summarized as a random mated population mass selected for tetraploidy each cycle originating from: (Diploid females = (56 open-pollinated varieties X el/el) X (56 OP varieties) random mated) X (Autotetraploid males = (SynB)),USA,Cultivar,SX-5-6
PI 601328,27,77,False,Maize.Group.PVP,Synthetic OP.  Synthetic OP can be summarized as a random mated population mass selected for tetraploidy each cycle originating from: (Diploid females = (56 open-pollinated varieties X el/el) X (56 OP varieties) random mated) X (Autotetraploid males = (SynB)),USA,Cultivar,SX-5-9-1-2
